dim,embedding_corr_label_1,embedding_corr_1,embedding_corr_label_2,embedding_corr_2,embedding_corr_label_3,embedding_corr_3,mdbe_proj_label_1,mdbe_proj_weight_1,mdbe_proj_label_2,mdbe_proj_weight_2,mdbe_proj_label_3,mdbe_proj_weight_3,block0_constraint_proj_label_1,block0_constraint_proj_weight_1,block0_constraint_proj_label_2,block0_constraint_proj_weight_2,block0_constraint_proj_label_3,block0_constraint_proj_weight_3,block1_constraint_proj_label_1,block1_constraint_proj_weight_1,block1_constraint_proj_label_2,block1_constraint_proj_weight_2,block1_constraint_proj_label_3,block1_constraint_proj_weight_3,block2_constraint_proj_label_1,block2_constraint_proj_weight_1,block2_constraint_proj_label_2,block2_constraint_proj_weight_2,block2_constraint_proj_label_3,block2_constraint_proj_weight_3,block3_constraint_proj_label_1,block3_constraint_proj_weight_1,block3_constraint_proj_label_2,block3_constraint_proj_weight_2,block3_constraint_proj_label_3,block3_constraint_proj_weight_3
121,is_space,0.1673,PREPOSITION_LIKE,0.1102,DISCOVERED_PREPOSITION_LIKE:NONE,-0.1102,PREPOSITION,0.3700,PREPOSITION_LIKE,0.3381,ADVERB,0.3146,PREPOSITION,0.4930,ADVERB_LIKE,0.4624,PREPOSITION_LIKE,0.4600,NOUN,0.3473,AUXILIARY_VERB,0.3122,PRESENT,0.2526,ADVERB,-0.2908,negation,-0.2763,is_punct,0.2521,ARTICLE_LIKE,0.5910,AT_START_BEFORE_PRONOUN_WORDS,0.4999,NOUN_LIKE,0.4458
122,pragmatics,0.1540,INTERROGATIVE,0.1501,MOOD:NONE,-0.1501,ARTICLE,0.4542,NOMINALIZATION,-0.3799,AFTER_ARTICLE_BEFORE_PREPOSITION_WORDS,-0.3644,AFTER_ARTICLE_BEFORE_PREPOSITION_WORDS,-0.4553,NOMINALIZATION,-0.3572,PAST_TENSE,0.3394,AFTER_ARTICLE_BEFORE_PREPOSITION_WORDS,0.2446,AT_START_BEFORE_PRONOUN_WORDS,0.2236,NUMERAL,0.2135,is_punct,-0.2454,ADVERB_FORM,-0.2208,AT_START_BEFORE_PRONOUN_WORDS,-0.2153,AT_START_BEFORE_PRONOUN_WORDS,-0.5899,ADJECTIVE_LIKE,-0.4339,discourse,-0.4156
123,pragmatics,0.1445,is_digit,0.1270,is_punct,-0.1149,PREPOSITION,0.4120,AUXILIARY_VERB_LIKE,-0.3201,CONJUNCTION,0.2804,ADJECTIVE_LIKE,0.4001,pragmatics,0.3650,AUXILIARY_VERB_LIKE,-0.3604,AT_START_BEFORE_PRONOUN_WORDS,-0.5135,ADJECTIVE_LIKE,-0.4960,PREPOSITION_LIKE,-0.4739,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,-0.1991,NOUN_LIKE,0.1881,AFTER_PREPOSITION_BEFORE_PRONOUN_WORDS,-0.1665,ADVERB_LIKE,-0.5301,NOUN_LIKE,-0.4770,AUXILIARY_VERB_LIKE,-0.4399
124,is_digit,-0.2460,tokenization,0.1455,PART_OF_SPEECH:NONE,0.1243,PREPOSITION_LIKE,-0.2896,PRONOUN,-0.2855,DISCOVERED_PREPOSITION_LIKE:NONE,0.2815,PREPOSITION,0.3976,AUXILIARY_VERB,0.3362,SECOND,-0.3009,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.4742,ADJECTIVE_LIKE,0.4147,NOUN_LIKE,0.3158,negation,0.5294,ADVERB,0.3060,POSITIVE,0.2850,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.4563,ADVERB_LIKE,0.4059,NOUN,-0.3797
125,pragmatics,-0.1541,is_digit,0.1518,PRONOUN,-0.1140,ARTICLE,0.3719,pragmatics,0.3474,PREPOSITION,0.2950,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.4645,is_punct,0.4608,ARTICLE_LIKE,0.3941,ADJECTIVE_LIKE,-0.3876,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,-0.2896,AT_START_BEFORE_PRONOUN_WORDS,-0.2658,negation,-0.4106,POSSESSIVE,0.2441,COMPARATIVE,0.2345,ARTICLE_LIKE,0.6001,AT_START_BEFORE_PRONOUN_WORDS,0.4528,PREPOSITION,0.3365
126,DISCOVERED_AUXILIARY_VERB_LIKE:NONE,0.1557,AUXILIARY_VERB_LIKE,-0.1557,PREPOSITION_LIKE,0.1117,AUXILIARY_VERB_LIKE,-0.4813,negation,-0.4650,pragmatics,0.4650,AT_START_BEFORE_PRONOUN_WORDS,-0.5436,AFTER_ARTICLE_BEFORE_PREPOSITION_WORDS,-0.4332,AUXILIARY_VERB_LIKE,-0.4156,AT_START_BEFORE_PRONOUN_WORDS,0.3567,SUPERLATIVE_SUFFIX,-0.2079,PAST_TENSE,0.1826,negation,-0.5110,PROGRESSIVE,-0.2432,PRESENT_PARTICIPLE,-0.2367,AT_START_BEFORE_PRONOUN_WORDS,-0.5048,ADJECTIVE_LIKE,-0.4570,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,-0.4173
127,is_alpha,0.1542,tokenization,0.1456,is_punct,-0.1268,pragmatics,0.3140,NOUN,-0.2765,negation,0.2643,negation,0.4522,NOUN,-0.4494,NOMINALIZATION,-0.4253,AT_START_BEFORE_PRONOUN_WORDS,0.5031,ADJECTIVE_LIKE,0.3744,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.3717,NOUN,-0.2198,POSITIVE,0.1758,PROGRESSIVE,0.1737,PRESENT_PARTICIPLE,0.5418,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.4259,AUXILIARY_VERB_LIKE,0.4152
128,is_space,-0.1739,is_punct,0.1221,CASE:NONE,0.1171,NOUN,0.4502,NOMINALIZATION,0.4467,AFTER_ARTICLE_BEFORE_PREPOSITION_WORDS,0.4259,NOUN,0.5253,ADVERB_FORM,-0.4923,NUMERAL,-0.3837,is_upper,-0.3220,NOUN_LIKE,-0.2854,negation,-0.2365,AFTER_PRONOUN_BEFORE_PREPOSITION_WORDS,-0.4170,FEMININE,0.2030,COMPARATIVE,-0.1970,NOUN_LIKE,0.4264,PREPOSITION,0.3711,PART_OF_SPEECH:NONE,-0.3623
129,is_alpha,0.1692,tokenization,0.1383,is_space,-0.1202,AUXILIARY_VERB,0.3348,AFTER_PRONOUN_BEFORE_PREPOSITION_WORDS,0.3208,POSITIVE,0.3195,CONJUNCTION,0.5351,PREPOSITION,0.4887,ADVERB_LIKE,0.4693,ADJECTIVE_LIKE,0.3170,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.2592,PREPOSITION_LIKE,0.2470,COMPARATIVE,-0.3398,negation,-0.2735,AFTER_PREPOSITION_BEFORE_PRONOUN_WORDS,0.2459,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,-0.5869,ADVERB_LIKE,-0.5224,NOMINALIZATION,-0.4401
130,is_punct,-0.1318,is_space,-0.1233,AUXILIARY_VERB_LIKE,0.1198,PREPOSITION,-0.5210,PREPOSITION_LIKE,-0.4397,AFTER_ARTICLE_BEFORE_PREPOSITION_WORDS,-0.2919,PREPOSITION_LIKE,-0.6854,PREPOSITION,-0.5775,is_punct,-0.4324,ADJECTIVE_LIKE,0.2768,OBJECTIVE,0.2487,AFTER_PRONOUN_BEFORE_PREPOSITION_WORDS,0.2229,NOUN,-0.3407,negation,0.3100,SUPERLATIVE_SUFFIX,-0.2284,PRESENT_PARTICIPLE,0.4313,ARTICLE_LIKE,0.4185,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.3930
131,PART_OF_SPEECH:NONE,0.1475,is_upper,-0.1469,CASE:NONE,0.1374,AFTER_PREPOSITION_BEFORE_PRONOUN_WORDS,-0.3519,ADJECTIVE_LIKE,-0.2879,NOUN,-0.2858,ARTICLE,-0.5298,ADJECTIVE_LIKE,-0.3767,is_punct,-0.3568,ADJECTIVE_LIKE,0.4201,SUPERLATIVE_SUFFIX,-0.2488,NEUTER,0.2187,negation,-0.4135,COMPARATIVE_SUFFIX,-0.2422,PREPOSITION_LIKE,-0.2393,AT_START_BEFORE_PRONOUN_WORDS,-0.4826,ADJECTIVE_LIKE,-0.4439,PRESENT_PARTICIPLE,-0.4347
132,MOOD:NONE,-0.2142,INTERROGATIVE,0.2142,pragmatics,0.2128,PREPOSITION,-0.3310,CONJUNCTION,-0.3178,is_punct,-0.3177,PREPOSITION,-0.5399,is_punct,-0.4860,AT_START_BEFORE_PRONOUN_WORDS,-0.4344,ADJECTIVE_LIKE,-0.3965,OBJECT,-0.2515,PERFECT,-0.2089,negation,-0.3308,SUPERLATIVE_SUFFIX,-0.3250,COMPARATIVE_SUFFIX,0.2755,ARTICLE_LIKE,-0.5645,CONJUNCTION,-0.4140,discourse,-0.3406
133,ARTICLE,0.2119,INTERROGATIVE,-0.1802,MOOD:NONE,0.1802,PREPOSITION,0.4072,PREPOSITION_LIKE,0.3894,AFTER_PRONOUN_BEFORE_PREPOSITION_WORDS,0.3217,PREPOSITION_LIKE,0.5366,AFTER_PRONOUN_BEFORE_PREPOSITION_WORDS,0.4973,is_punct,0.4515,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.3560,discourse,0.3074,AT_START_BEFORE_PRONOUN_WORDS,0.2946,COMPARATIVE_SUFFIX,0.2154,PAST,0.1889,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,-0.1834,OBJECTIVE,0.3816,AUXILIARY_VERB,-0.3480,PREPOSITION,-0.3069
134,is_digit,-0.2200,is_alpha,0.1428,tokenization,0.1332,cell_98,-0.2381,NOUN,-0.2343,negation,-0.2220,NOUN,-0.5041,ARTICLE_LIKE,0.4052,CONJUNCTION,0.3996,PREPOSITION_LIKE,-0.3305,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,-0.3289,pragmatics,0.2721,COMPARATIVE_SUFFIX,-0.3547,COMPARATIVE,-0.3215,ARTICLE_LIKE,0.2592,AT_START_BEFORE_PRONOUN_WORDS,0.5662,NOUN_LIKE,0.5288,PREPOSITION,0.4329
135,is_upper,-0.0914,PART_OF_SPEECH:NONE,-0.0816,ARTICLE,0.0796,ARTICLE,0.4918,FIRST,0.3903,NOUN,0.3724,NOUN,0.4888,PREPOSITION,-0.4483,FIRST,0.3550,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.3577,ADJECTIVE_LIKE,0.3384,COMPARATIVE,-0.2539,negation,0.3637,PREPOSITION_LIKE,0.2703,PRESENT_PARTICIPLE,0.2460,PRESENT_PARTICIPLE,0.4670,ARTICLE_LIKE,0.4188,AT_START_BEFORE_PRONOUN_WORDS,0.3729
136,is_upper,0.1003,is_punct,0.0742,PREPOSITION_LIKE,0.0707,AUXILIARY_VERB,-0.4972,AT_START_BEFORE_PRONOUN_WORDS,-0.4291,ARTICLE_LIKE,-0.4172,AT_START_BEFORE_PRONOUN_WORDS,-0.5674,ARTICLE_LIKE,-0.5613,discourse,-0.5045,AT_START_BEFORE_PRONOUN_WORDS,-0.3794,NOUN_LIKE,-0.2860,NUMERAL,-0.2418,AFTER_ARTICLE_BEFORE_PREPOSITION_WORDS,-0.2200,PAST_TENSE,0.2175,COMPARATIVE_SUFFIX,0.2172,POSSESSIVE,0.3509,NOUN_LIKE,-0.3192,ARTICLE_LIKE,-0.3108
137,PART_OF_SPEECH:NONE,-0.1973,is_punct,0.1506,CASE:NONE,-0.1497,ADJECTIVE_LIKE,0.5581,AUXILIARY_VERB_LIKE,0.4497,NOUN_LIKE,0.3856,ADJECTIVE_LIKE,0.7081,AUXILIARY_VERB_LIKE,0.5597,NEUTER,0.4262,is_digit,0.2223,AUXILIARY_VERB,-0.2175,PREPOSITION,-0.1926,ADVERB,0.2249,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.2127,discourse,0.2055,AT_START_BEFORE_PRONOUN_WORDS,-0.5735,ADVERB_LIKE,-0.5084,NUMERAL,-0.4284
138,pragmatics,-0.2145,MOOD:NONE,0.1979,INTERROGATIVE,-0.1979,COMPARATIVE_SUFFIX,-0.3599,PART_OF_SPEECH:NONE,-0.3475,AUXILIARY_VERB_LIKE,0.3187,PREPOSITION,0.4460,COMPARATIVE,-0.4118,COMPARATIVE_SUFFIX,-0.3925,ADJECTIVE_LIKE,-0.5183,PERFECT,-0.3598,SUPERLATIVE_SUFFIX,0.2772,NOUN,0.3237,ADVERB_LIKE,-0.2766,negation,-0.2568,AUXILIARY_VERB_LIKE,-0.4228,AT_START_BEFORE_PRONOUN_WORDS,-0.4084,PREPOSITION,-0.4016
139,is_punct,0.2062,is_alpha,-0.1707,tokenization,-0.1370,is_punct,-0.6847,ARTICLE_LIKE,-0.6496,is_upper,0.4239,ADJECTIVE_LIKE,-0.5119,PREPOSITION,-0.5004,PREPOSITION_LIKE,-0.4867,AFTER_ARTICLE_BEFORE_PREPOSITION_WORDS,0.3360,is_digit,0.2410,AT_START_BEFORE_PRONOUN_WORDS,0.2082,negation,-0.5406,COMPARATIVE_SUFFIX,0.4519,COMPARATIVE,0.4390,AT_START_BEFORE_PRONOUN_WORDS,0.5220,ARTICLE_LIKE,0.4985,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.4938
140,is_punct,-0.1308,DISCOVERED_PREPOSITION_LIKE:NONE,0.1136,PREPOSITION_LIKE,-0.1136,NOMINALIZATION,-0.5700,NOUN,-0.4214,AFTER_PREPOSITION_BEFORE_PRONOUN_WORDS,-0.4015,NOMINALIZATION,-0.4411,PRESENT_PARTICIPLE,-0.3798,PRONOUN,-0.3661,AUXILIARY_VERB,0.2621,ADJECTIVE_LIKE,0.2339,PAST,0.1978,negation,-0.3949,POSSESSIVE,0.3890,POSITIVE,-0.3784,ARTICLE_LIKE,0.5797,PREPOSITION,0.5314,OBJECTIVE,-0.4328
141,DISCOVERED_PREPOSITION_LIKE:NONE,0.2386,PREPOSITION_LIKE,-0.2386,pragmatics,0.1971,PREPOSITION_LIKE,0.4434,negation,0.3998,DISCOVERED_PREPOSITION_LIKE:NONE,-0.3348,negation,0.5399,NOMINALIZATION,0.4633,NOUN,0.3587,AT_START_BEFORE_PRONOUN_WORDS,0.3443,AUXILIARY_VERB,-0.2738,negation,0.2549,COMPARATIVE_SUFFIX,-0.2395,AFTER_PREPOSITION_BEFORE_PRONOUN_WORDS,-0.1750,PROGRESSIVE,-0.1690,AT_START_BEFORE_PRONOUN_WORDS,-0.5482,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,-0.4910,ADJECTIVE_LIKE,-0.4530
142,pragmatics,-0.1533,is_space,-0.1441,MOOD:NONE,0.1070,PREPOSITION_LIKE,0.6018,is_upper,0.5218,THIRD,0.4792,NOMINALIZATION,0.6060,PREPOSITION_LIKE,0.4659,NOUN,0.4362,AT_START_BEFORE_PRONOUN_WORDS,0.6001,PREPOSITION_LIKE,0.5036,discourse,0.3530,AFTER_PRONOUN_BEFORE_PREPOSITION_WORDS,0.1828,PRESENT_PARTICIPLE,-0.1651,is_upper,-0.1596,ADJECTIVE_LIKE,0.3882,AUXILIARY_VERB,0.3585,PRESENT,0.3182
143,pragmatics,0.1887,MOOD:NONE,-0.1747,INTERROGATIVE,0.1747,AUXILIARY_VERB_LIKE,-0.5477,tokenization,-0.4065,ADJECTIVE_LIKE,-0.3646,ADJECTIVE_LIKE,-0.6893,NOUN,-0.6394,NEUTER,-0.5536,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.4983,PREPOSITION_LIKE,0.3839,ADVERB_LIKE,0.3112,negation,0.3912,is_upper,-0.2764,ADJECTIVE_LIKE,-0.2129,ARTICLE_LIKE,0.3525,FIRST,0.3507,CONJUNCTION,0.2905
144,is_digit,0.0931,PART_OF_SPEECH:NONE,-0.0751,ARTICLE,0.0736,NOUN,-0.5350,tokenization,0.4335,NOMINALIZATION,-0.4278,NOUN,-0.8711,ADJECTIVE_LIKE,-0.5551,NOMINALIZATION,-0.5334,pragmatics,0.2468,ADJECTIVE_LIKE,0.2223,PERFECT,0.2038,PLURAL_SUFFIX,-0.2322,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,-0.2299,PREPOSITION_LIKE,-0.1795,CONJUNCTION,-0.6487,AT_START_BEFORE_PRONOUN_WORDS,-0.5137,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,-0.4571
145,is_punct,-0.3229,utf8_lead,-0.1812,ARTICLE,-0.1273,PREPOSITION,-0.6352,CONJUNCTION,-0.4114,ARTICLE_LIKE,-0.3897,ARTICLE,-0.5563,NOMINALIZATION,-0.4846,ADJECTIVE_LIKE,-0.4392,ADJECTIVE_LIKE,0.5563,PREPOSITION_LIKE,0.4130,AT_START_BEFORE_PRONOUN_WORDS,0.4061,negation,0.2522,NOUN,0.2122,PRONOUN,0.2106,ARTICLE_LIKE,0.5488,ADJECTIVE_LIKE,0.4763,PREPOSITION,0.4139
146,AUXILIARY_VERB_LIKE,-0.1934,DISCOVERED_AUXILIARY_VERB_LIKE:NONE,0.1934,PREPOSITION_LIKE,-0.1869,FIRST,0.3293,pragmatics,-0.2970,AUXILIARY_VERB_LIKE,-0.2829,pragmatics,-0.3975,NOUN,0.3413,AFTER_PREPOSITION_BEFORE_PRONOUN_WORDS,-0.3233,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,-0.2957,ADJECTIVE_LIKE,-0.2947,AUXILIARY_VERB_LIKE,-0.2676,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.2910,negation,-0.2704,COMPARATIVE,0.2382,AT_START_BEFORE_PRONOUN_WORDS,0.5281,NOUN_LIKE,0.4994,ARTICLE_LIKE,0.4442
147,AUXILIARY_VERB_LIKE,0.1288,DISCOVERED_AUXILIARY_VERB_LIKE:NONE,-0.1288,is_punct,0.0947,THIRD,-0.4569,NEUTER,-0.3933,NOUN,-0.3739,ARTICLE,0.5525,NEUTER,-0.5116,NOUN,-0.5036,AT_START_BEFORE_PRONOUN_WORDS,0.3500,ADJECTIVE_LIKE,0.3090,is_digit,0.2749,PLURAL_SUFFIX,-0.3689,COMPARATIVE,0.3248,negation,-0.2864,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.4832,ARTICLE_LIKE,0.4474,ADVERB_LIKE,0.4438
148,AUXILIARY_VERB_LIKE,-0.2470,DISCOVERED_AUXILIARY_VERB_LIKE:NONE,0.2470,PERSON:NONE,-0.1990,CONJUNCTION,0.3994,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.3578,PRONOUN,0.3270,PREPOSITION,0.4913,PRESENT_PARTICIPLE,0.4664,PRONOUN,0.4112,PREPOSITION_LIKE,-0.3049,ADVERB_FORM,-0.2456,discourse,0.2350,COMPARATIVE,0.2291,COMPARATIVE_SUFFIX,0.2035,is_punct,0.1954,ARTICLE_LIKE,0.5572,PREPOSITION,0.5075,POSSESSIVE,0.3397
149,DISCOVERED_AUXILIARY_VERB_LIKE:NONE,0.1829,AUXILIARY_VERB_LIKE,-0.1829,utf8_lead,-0.1193,CONJUNCTION,-0.3920,is_punct,-0.3887,AUXILIARY_VERB,-0.3719,CONJUNCTION,-0.5267,PREPOSITION,-0.4926,is_punct,-0.4609,PREPOSITION_LIKE,-0.3007,ADJECTIVE_LIKE,-0.2916,ARTICLE,0.2748,negation,-0.4712,COMPARATIVE_SUFFIX,0.3814,COMPARATIVE,0.3269,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.5609,NOUN_LIKE,0.4447,ADJECTIVE_LIKE,0.3941
150,pragmatics,-0.1426,MOOD:NONE,0.1339,INTERROGATIVE,-0.1339,is_punct,0.4104,negation,0.3569,ARTICLE_LIKE,0.3240,is_punct,0.6182,PREPOSITION,0.5649,ARTICLE_LIKE,0.4880,AT_START_BEFORE_PRONOUN_WORDS,-0.4600,ADJECTIVE_LIKE,-0.4428,PREPOSITION_LIKE,-0.4412,negation,-0.4196,NOUN,0.3673,PREPOSITION_LIKE,-0.3250,ARTICLE_LIKE,0.5538,PRESENT_PARTICIPLE,0.3775,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.3740
151,utf8_lead,-0.2006,is_digit,-0.1728,MOOD:NONE,0.1457,AUXILIARY_VERB,-0.2825,POSSESSIVE,0.2708,negation,0.2351,negation,0.4908,AUXILIARY_VERB,-0.3531,pragmatics,0.3477,AT_START_BEFORE_PRONOUN_WORDS,0.2978,ADJECTIVE_LIKE,0.2856,PREPOSITION_LIKE,0.2733,negation,-0.5833,PREPOSITION_LIKE,-0.3163,AFTER_ARTICLE_BEFORE_PREPOSITION_WORDS,0.2397,NOUN_LIKE,-0.3925,ADJECTIVE_LIKE,-0.3831,PRESENT_PARTICIPLE,-0.3465
152,is_digit,0.1775,is_space,-0.1459,is_upper,-0.1431,PART_OF_SPEECH:NONE,-0.3937,CONJUNCTION,0.3828,cell_108,0.2711,NOMINALIZATION,-0.3519,NOUN,-0.3238,FIRST,-0.2893,AT_START_BEFORE_PRONOUN_WORDS,-0.3788,PRESENT_PARTICIPLE,-0.2523,ARTICLE,0.2267,negation,-0.3031,ARTICLE,0.1664,INDICATIVE,0.1662,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.4330,CONJUNCTION,0.4139,PRONOUN,0.4083
153,is_space,-0.1858,CASE:NONE,0.1809,NUMBER:NONE,0.1809,CONJUNCTION,0.3047,ADVERB_LIKE,0.2404,PREPOSITION,0.2350,CONJUNCTION,0.4639,PREPOSITION,0.4296,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.4154,AT_START_BEFORE_PRONOUN_WORDS,-0.5167,NOUN_LIKE,-0.3244,PREPOSITION_LIKE,-0.3091,COMPARATIVE_SUFFIX,0.4191,negation,-0.4129,COMPARATIVE,0.3305,ARTICLE_LIKE,-0.7190,POSSESSIVE,-0.6532,PREPOSITION,-0.5620
154,is_space,0.2332,utf8_lead,0.2249,tokenization,0.1668,POSSESSIVE,-0.5483,cell_250,-0.5183,THIRD,-0.5031,PREPOSITION_LIKE,0.2886,AFTER_ARTICLE_BEFORE_PREPOSITION_WORDS,0.2574,NOMINALIZATION,0.2574,AT_START_BEFORE_PRONOUN_WORDS,0.5045,ADJECTIVE_LIKE,0.3775,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.3172,negation,-0.2768,NOUN_LIKE,0.2074,COMPARATIVE_SUFFIX,-0.1911,CONJUNCTION,-0.3944,PRESENT_PARTICIPLE,-0.2989,SUPERLATIVE,-0.2982
155,pragmatics,0.1817,MOOD:NONE,-0.1539,INTERROGATIVE,0.1539,negation,-0.2558,cell_179,-0.2540,ARTICLE_LIKE,-0.2425,ARTICLE_LIKE,-0.4376,negation,-0.3996,AFTER_PREPOSITION_BEFORE_PRONOUN_WORDS,0.3879,AT_START_BEFORE_PRONOUN_WORDS,0.3953,PRESENT_PARTICIPLE,0.1992,POSITIVE,0.1917,COMPARATIVE_SUFFIX,0.2846,AFTER_PREPOSITION_BEFORE_PRONOUN_WORDS,0.2627,ARTICLE_LIKE,-0.2370,ARTICLE_LIKE,0.4778,AT_START_BEFORE_PRONOUN_WORDS,0.4127,PREPOSITION,0.4103
156,utf8_lead,0.2396,is_space,0.1931,pragmatics,-0.1414,ADJECTIVE_LIKE,0.3415,ARTICLE,0.2985,PERFECT,0.2858,ADJECTIVE_LIKE,0.5209,ARTICLE,0.3829,NOUN,0.3794,NOUN_LIKE,-0.5344,AT_START_BEFORE_PRONOUN_WORDS,-0.4988,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,-0.4036,is_digit,0.2462,COMPARATIVE,0.1988,AT_START_BEFORE_PRONOUN_WORDS,0.1946,ADVERB_LIKE,-0.5238,ARTICLE_LIKE,-0.4873,SECOND,-0.4760
157,is_digit,0.2486,is_punct,0.1436,tokenization,-0.1370,POSSESSIVE,0.5041,PAST,-0.2900,PAST_TENSE,-0.2868,NOUN,0.5047,ADVERB_FORM,-0.3466,PERFECT,-0.3300,AT_START_BEFORE_PRONOUN_WORDS,-0.4812,ADJECTIVE_LIKE,-0.4149,discourse,-0.2955,AFTER_PRONOUN_BEFORE_PREPOSITION_WORDS,0.3164,ADVERB,0.2676,COMPARATIVE_SUFFIX,0.2588,ARTICLE_LIKE,0.6222,AT_START_BEFORE_PRONOUN_WORDS,0.5926,CONJUNCTION,0.4772
158,INTERROGATIVE,-0.1333,MOOD:NONE,0.1333,CASE:NONE,0.1079,POSSESSIVE,-0.6068,THIRD,-0.5877,is_punct,0.5275,NOMINALIZATION,0.6161,NOUN_LIKE,0.4326,ADJECTIVE_LIKE,0.3971,AT_START_BEFORE_PRONOUN_WORDS,-0.3419,AUXILIARY_VERB_LIKE,0.2385,VERB_LIKE,-0.2308,negation,0.5104,PLURAL_SUFFIX,0.2862,ARTICLE,-0.2860,PREPOSITION,-0.5087,AT_START_BEFORE_PRONOUN_WORDS,-0.4831,NUMERAL,-0.4458
159,SINGULAR,-0.2295,SUBJECTIVE,-0.2295,NUMBER:NONE,0.2295,is_punct,0.3707,ADJECTIVE_LIKE,0.3529,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.3365,PREPOSITION_LIKE,0.6241,is_punct,0.5211,ADJECTIVE_LIKE,0.5094,ADJECTIVE_LIKE,0.7011,AT_START_BEFORE_PRONOUN_WORDS,0.4892,PREPOSITION_LIKE,0.3711,is_digit,0.2392,ADJECTIVE_LIKE,0.2313,COMPARATIVE,-0.2242,ADVERB_LIKE,-0.4811,NOUN_LIKE,0.4196,SUPERLATIVE_SUFFIX,0.4090
160,ARTICLE,-0.0954,is_digit,0.0949,PREPOSITION_LIKE,-0.0778,is_punct,0.4868,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.3751,CONJUNCTION,0.3646,NOMINALIZATION,0.5122,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.4862,OBJECT,-0.4186,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.3204,NUMERAL,0.2851,OBJECTIVE,0.1914,AT_START_BEFORE_PRONOUN_WORDS,0.2073,ARTICLE_LIKE,-0.1731,PREPOSITION_LIKE,0.1714,NOUN_LIKE,-0.5168,CONJUNCTION,0.4305,NOUN,-0.4168
161,pragmatics,-0.1624,is_digit,0.1389,INTERROGATIVE,-0.1246,NOMINALIZATION,0.4610,PRONOUN,0.3702,COMPARATIVE,0.3558,NOMINALIZATION,0.6464,OBJECTIVE,0.4921,PRONOUN,0.4086,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.2572,discourse,0.2328,PERFECT,0.2273,negation,0.4585,PREPOSITION_LIKE,0.2551,COMPARATIVE_SUFFIX,-0.2383,SECOND,0.3940,POSSESSIVE,-0.3340,FEMININE,-0.3185
162,PART_OF_SPEECH:NONE,0.2054,is_punct,-0.1629,FIRST,-0.1494,ARTICLE_LIKE,-0.3684,AUXILIARY_VERB,-0.2914,POSITIVE,-0.2830,AUXILIARY_VERB,-0.6237,AT_START_BEFORE_PRONOUN_WORDS,-0.5816,ADVERB,-0.4487,AT_START_BEFORE_PRONOUN_WORDS,-0.4952,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,0.2865,ADJECTIVE_LIKE,0.2823,COMPARATIVE_SUFFIX,0.1957,AFTER_AUXILIARY_VERB_BEFORE_PREPOSITION_WORDS,-0.1535,PRESENT_PARTICIPLE,0.1509,NOUN,0.4615,AUXILIARY_VERB,-0.4515,PRESENT,-0.4133
